CONTAINER ID   NAME                                         CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
a47ff1602019   scli-prod-web-1                              0.00%     4.688MiB / 11.67GiB   0.04%     1.58kB / 126B     111kB / 250kB     5
d0ce8b188d0d   scli-prod-api-gateway-1                      0.39%     295.1MiB / 11.67GiB   2.47%     151MB / 692MB     1.62MB / 17MB     50
7c52c58584f3   scli-prod-reservas-solicitudes-service-1     0.07%     490.3MiB / 11.67GiB   4.10%     148MB / 505MB     20.9MB / 50.5MB   48
8356cdedff8e   scli-prod-auth-service-1                     0.09%     464.8MiB / 11.67GiB   3.89%     6.17MB / 49.3MB   5.69MB / 29.7MB   54
bf4788c7374d   scli-prod-academico-laboratorios-service-1   2.22%     361.5MiB / 11.67GiB   3.02%     3.23MB / 39.3MB   5.73MB / 21.6MB   51
daea51298e91   scli-prod-usuarios-service-1                 0.06%     372.8MiB / 11.67GiB   3.12%     3.15MB / 40MB     1.84MB / 20.5MB   51
152c3c3a1e7e   reservas-db-node-1                           44.27%    992.2MiB / 11.67GiB   8.30%     715MB / 986MB     245MB / 6.96GB    16
60d7cfae18e6   scli-cockroach-academico                     3.56%     632.1MiB / 11.67GiB   5.29%     2.18MB / 1.94MB   85.1MB / 2.31GB   16
9da6a7d4b3d7   reservas-db-node-2                           4.25%     765.7MiB / 11.67GiB   6.41%     758MB / 433MB     296MB / 7.05GB    17
7ebf10bb0ec2   scli-cockroach-auth                          4.21%     643.8MiB / 11.67GiB   5.39%     3.09MB / 4.36MB   110MB / 2.34GB    16
605b28004700   reservas-db-node-3                           4.81%     878.7MiB / 11.67GiB   7.35%     767MB / 802MB     238MB / 7.07GB    17
06db11f304ae   scli-prod-grafana-1                          0.03%     134.1MiB / 11.67GiB   1.12%     379kB / 284kB     276MB / 16.6MB    17
07e101b3ad5b   scli-cockroach-usuarios                      3.68%     818.9MiB / 11.67GiB   6.85%     1.83MB / 1.86MB   301MB / 1.79GB    12
d9ddc9f050ca   scli-prod-otel-collector-1                   0.52%     76.1MiB / 11.67GiB    0.64%     823MB / 120MB     116MB / 475kB     10
f44c2a248c2a   scli-prod-loki-1                             0.41%     120.3MiB / 11.67GiB   1.01%     13.8MB / 1.59MB   123MB / 86.1MB    11
a64e76d45782   scli-prod-prometheus-1                       0.30%     103.1MiB / 11.67GiB   0.86%     253MB / 8.78MB    152MB / 48MB      10
8ddd5dc0efe9   scli-prod-cadvisor-1                         3.27%     65.43MiB / 11.67GiB   0.55%     833kB / 25.1MB    48MB / 1.61MB     12
95db8add72d7   scli-prod-tempo-1                            0.20%     148.4MiB / 11.67GiB   1.24%     90.2MB / 1.93MB   177MB / 720MB     11
