Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,89642,0,4,5.146266222432255,2.3394300005747937,4225.522880000426,105.0,24.906449238973394,0.0,4,4,4,5,5,7,8,10,46,2700,4200
POST,POST /api/v1/auth/login,50,0,1000.0,1041.4964377999058,416.42680799850496,1687.436381000225,1598.0,0.013892176233781818,0.0,1000,1100,1200,1200,1400,1500,1700,1700,1700,1700,1700
POST,POST /api/v1/auth/refresh,200,0,28,31.30698412496713,21.123780999914743,111.24347900113207,1598.0,0.05556870493512727,0.0,28,31,33,35,41,50,77,110,110,110,110
,Aggregated,89892,0,4,5.780912822345285,2.3394300005747937,4225.522880000426,109.1522048680639,24.975910120142302,0.0,4,4,5,5,6,7,9,11,740,2700,4200
