Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,80456,0,4,4.077177979954037,2.3218520000227727,265.7992459971865,105.0,24.87944535493208,0.0,4,4,4,5,5,6,8,9,20,42,270
POST,POST /api/v1/auth/login,50,0,980.0,991.9810217597114,480.7967369997641,1442.5938860003953,1598.0,0.015461522667627075,0.0,1000,1100,1100,1200,1300,1400,1400,1400,1400,1400,1400
POST,POST /api/v1/auth/refresh,150,0,22,24.609439940201508,17.881422998470953,42.30831499808119,1598.0,0.046384568002881224,0.0,23,25,26,30,33,39,41,42,42,42,42
,Aggregated,80656,0,4,4.727780929307165,2.3218520000227727,1442.5938860003953,108.70214243205713,24.941291445602587,0.0,4,4,4,5,5,6,8,10,34,1200,1400
