Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,89640,0,4,4.383288646370369,2.3445679998985725,168.1078259998685,105.0,24.90599244058005,0.0,4,4,5,5,6,7,9,11,31,83,170
POST,POST /api/v1/auth/login,50,0,2300.0,2269.963785139971,726.1235650003073,3888.7085530004697,1598.0,0.013892231392559155,0.0,2400,3000,3100,3200,3500,3600,3900,3900,3900,3900,3900
POST,POST /api/v1/auth/refresh,200,0,35,38.61416870503945,24.9399229996925,149.41539899973577,1598.0,0.05556892557023662,0.0,35,39,41,43,52,62,88,120,150,150,150
,Aggregated,89890,0,4,5.719646426283784,2.3445679998985725,3888.7085530004697,109.15229725219713,24.97545359754285,0.0,4,4,5,5,6,7,10,13,58,3300,3900
