Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,89611,0,4,4.303550544406318,2.512962993932888,91.72068200132344,105.0,24.89599548335438,0.0,4,5,5,5,6,7,8,10,20,43,92
POST,POST /api/v1/auth/login,50,0,1500.0,1494.9172699196788,532.6250910002273,2436.527117002697,1598.0,0.013891149235782649,0.0,1600,1700,1800,1800,1900,2000,2400,2400,2400,2400,2400
POST,POST /api/v1/auth/refresh,200,0,25,29.54967405003117,18.9014479983598,118.62277500040364,1598.0,0.055564596943130595,0.0,25,27,32,33,46,55,88,98,120,120,120
,Aggregated,89861,0,4,5.1891395170405925,2.512962993932888,2436.527117002697,109.15363728425012,24.965451229533294,0.0,4,5,5,5,6,7,9,11,39,1800,2400
