Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,67037,0,7,7.708306646137455,4.623827997420449,337.2232100009569,8965.0,18.62457729633239,0.0,7,7,8,8,10,12,17,24,130,250,340
GET,GET /api/v1/reservas/{id},22538,0,5,5.617671929726079,3.025725000043167,326.9721130018297,442.0,6.261627505776503,0.0,5,5,6,6,7,9,13,18,99,250,330
POST,POST /api/v1/auth/login,50,0,1600.0,1569.8290311799792,880.0656550010899,2141.3062639985583,1622.0,0.013891266984152327,0.0,1700,1700,1800,1800,1900,2000,2100,2100,2100,2100,2100
POST,POST /api/v1/auth/refresh,200,0,30,36.4799946700623,21.275218001392204,153.03879600105574,1622.0,0.05556506793660931,0.0,30,35,40,44,54,74,110,140,150,150,150
,Aggregated,89825,0,6,8.117342533618656,3.025725000043167,2141.3062639985583,6806.05623156137,24.955661137029654,0.0,6,7,7,8,9,12,17,26,180,1800,2100
