Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,67176,0,7,8.44840934018923,4.633864002244081,1957.275683998887,8965.0,18.66587794703899,0.0,7,7,8,8,10,12,17,25,230,1500,2000
GET,GET /api/v1/reservas/{id},22304,0,5,6.21574402628838,3.0284199965535663,1521.0046399952262,442.0,6.197507171173598,0.0,5,5,6,6,7,9,13,22,180,960,1500
POST,POST /api/v1/auth/login,50,0,1300.0,1369.1218887201103,628.633758999058,2104.1982940005255,1622.0,0.01389326392390064,0.0,1300,1600,1600,1700,2000,2000,2100,2100,2100,2100,2100
POST,POST /api/v1/auth/refresh,200,0,25,28.638922730278864,18.447431997628883,95.92785300628748,1622.0,0.05557305569560256,0.0,25,29,31,33,37,48,76,82,96,96,96
,Aggregated,89730,0,6,8.696647493379704,3.0284199965535663,2104.1982940005255,6825.996968683829,24.93285143783209,0.0,6,7,8,8,9,12,18,28,520,1800,2100
