ruta,clase,cubierto_base,cubierto_propuesta,manifiestos_propuesta
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r04-29c4ec81.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r05-ada9bbcf.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r06-5e8d9517.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r07-043382cb.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r08-d92a4f2d.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r09-1e933110.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/raw/esc4-s4-r10-19a529b3.json,B_raw,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/summary/runs.csv,C_derived,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/arbiter/campaign/summary/runs.json,C_derived,si,si,experimentos/resultados/arbiter/campaign/SHA256SUMS
experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt,D_manifest,no,no,
experimentos/resultados/evidencia-e3-canonica/README.md,A_codigo_documentacion,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/campaign.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-01/chromium/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-01/firefox/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-01/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-01/webkit/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-02/chromium/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-02/firefox/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-02/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-02/webkit/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-03/chromium/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-03/firefox/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-03/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_compatibilidad/rep-03/webkit/summary.json,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/campaign.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/academico/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/android/report/jacocoTestReport.xml,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/auth/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/gateway/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/metricas.csv,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/reservas/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/usuarios/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-01/web/report/coverage-summary.json,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/academico/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/android/report/jacocoTestReport.xml,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/auth/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/gateway/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/metricas.csv,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/reservas/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/usuarios/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-02/web/report/coverage-summary.json,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/academico/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/android/report/jacocoTestReport.xml,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/auth/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/gateway/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/metricas.csv,C_derived,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/reservas/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/usuarios/report/jacoco.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_mantenibilidad/rep-03/web/report/coverage-summary.json,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/campaign.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/rep-01/decisiones.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/rep-01/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/rep-02/decisiones.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/rep-02/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/rep-03/decisiones.csv,B_raw,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_seguridad/rep-03/manifest.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/evidencia-e3-canonica/e3_study.json,E_metadata,si,si,experimentos/resultados/evidencia-e3-canonica/MANIFEST-SHA256.txt
experimentos/resultados/iso25010-correctiva.csv,C_derived,no,si,experimentos/resultados/MANIFEST-SHA256.txt
experimentos/resultados/iso25010.csv,C_derived,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/.gitignore,A_codigo_documentacion,no,no,
experimentos/resultados/raw/cockroach-limite-transacciones-2026-09-10.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/master-20260830T043155Z.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-5xx-count.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-5xx-percent-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-5xx-percent.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-5xx-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-health-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-p95-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/prometheus-p95.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/reservas-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-01/reservas-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-5xx-count.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-5xx-percent-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-5xx-percent.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-5xx-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-health-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-p95-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/prometheus-p95.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/reservas-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-02/reservas-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-5xx-count.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-5xx-percent-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-5xx-percent.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-5xx-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-health-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-p95-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/prometheus-p95.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/reservas-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-03/reservas-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-5xx-count.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-5xx-percent-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-5xx-percent.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-5xx-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-health-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-p95-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/prometheus-p95.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/reservas-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-04/reservas-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-5xx-count.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-5xx-percent-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-5xx-percent.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-5xx-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-health-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-p95-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/prometheus-p95.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/reservas-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-05/reservas-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-5xx-count.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-5xx-percent-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-5xx-percent.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-5xx-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-health-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-p95-result.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/prometheus-p95.promql,A_codigo_documentacion,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/reservas-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-06/reservas-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/docker-stats-after.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/docker-stats-before.txt,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/gateway-health-after.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/gateway-health-before.json,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/locust.log,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/locust_exceptions.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/locust_failures.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/locust_stats.csv,B_raw,si,si,experimentos/resultados/SHA256SUMS
experimentos/resultados/raw/eficiencia_nominal_50u_5m/rep-07/metadata.json,E_metadata,si,si,experimentos/resultados/SHA256SUMS
