Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,17147,0,7,9.053011819618012,4.6702789986738935,378.01443799980916,8965.0,18.44606813403944,0.0,7,8,9,9,12,16,26,41,180,380,380
GET,GET /api/v1/reservas/{id},5924,0,5,6.712049960826763,3.1301740018534474,289.5581049997418,442.0,6.372806183358584,0.0,5,6,7,7,9,12,18,28,160,290,290
POST,POST /api/v1/auth/login,50,0,4200.0,3726.557089420021,779.6567639998102,5715.2472529996885,1622.0,0.053788033282905,0.0,4200,4500,4600,4700,5000,5200,5700,5700,5700,5700,5700
POST,POST /api/v1/auth/refresh,50,0,43,50.774902240227675,33.65793400007533,113.96622399843181,1622.0,0.053788033282905,0.0,45,50,53,55,84,110,110,110,110,110,110
,Aggregated,23171,0,7,16.56643119511215,3.1301740018534474,5715.2472529996885,6754.281774632083,24.926450383963836,0.0,7,8,8,9,12,16,28,50,4200,5200,5700
